team_abbr,lineup,lineup_ok,lineup_matches,lineup_remainder,lineup_num,man1,man2,man3,man4,man5,minutes,net,off_pts,off_delta,off_3pt,offts,offts_net,offtov,offtov_net,offorb,offorb_net,def_pts,def_delta,def_3pt,defts,defts_net,deftov,deftov_net,deforb,deforb_net,source_url
NYK,TownsHartBridgesBrunsonMcBride,TRUE,5,,2,Towns,Hart,Bridges,Brunson,McBride,105,23.6,145.5,29.5,45.3,69,11.3,9.5,-4.9,34.9,4.8,121.9,5.9,28.6,57.5,-0.3,11.7,-2.6,33.7,3.6,https://databallr.com/wowy/NYK/2026/2026/regular/high/5man
NYK,TownsAnunobyBridgesBrunsonMcBride,TRUE,5,,3,Towns,Anunoby,Bridges,Brunson,McBride,86,0.2,134.1,18.1,46.8,65.7,8,13.5,-0.9,29.3,-0.7,133.9,17.9,46,67.4,9.6,15.5,1.1,36.9,6.8,https://databallr.com/wowy/NYK/2026/2026/regular/high/5man
NYK,TownsAnunobyBridgesKolekClarkson,TRUE,5,,4,Towns,Anunoby,Bridges,Kolek,Clarkson,57,6.7,117.9,1.9,45,66.8,9.1,20.5,6.2,20.9,-9.1,111.2,-4.8,44.4,57.6,-0.2,18.1,3.7,29.1,-1,https://databallr.com/wowy/NYK/2026/2026/regular/high/5man
NYK,TownsAnunobyBridgesBrunsonShamet,TRUE,5,,5,Towns,Anunoby,Bridges,Brunson,Shamet,55,-10.6,107.6,-8.4,27.1,51.6,-6.1,14.4,0,35.8,5.7,118.3,2.3,41.5,59.1,1.4,13,-1.3,27.8,-2.3,https://databallr.com/wowy/NYK/2026/2026/regular/high/5man
NYK,TownsAnunobyBridgesBrunsonRobinson,TRUE,5,,6,Towns,Anunoby,Bridges,Brunson,Robinson,50,12.8,123.7,7.7,43.8,54.1,-3.7,9.3,-5.1,39,8.9,110.9,-5.1,38.5,59.6,1.8,17.8,3.4,24.4,-5.6,https://databallr.com/wowy/NYK/2026/2026/regular/high/5man
NYK,HartBridgesBrunsonRobinsonMcBride,TRUE,5,,7,Hart,Bridges,Brunson,Robinson,McBride,37,13.5,120.3,4.3,27,52.4,-5.4,13.5,-0.9,50,19.9,106.8,-9.2,33.3,58.1,0.3,16.2,1.8,20.7,-9.4,https://databallr.com/wowy/NYK/2026/2026/regular/high/5man
NYK,TownsHartBridgesMcBrideClarkson,TRUE,5,,8,Towns,Hart,Bridges,McBride,Clarkson,36,-18.2,113.3,-2.7,28.6,56,-1.7,14.7,0.3,29.7,-0.3,131.6,15.6,40.6,69.4,11.7,14.5,0.1,23.3,-6.7,https://databallr.com/wowy/NYK/2026/2026/regular/high/5man
NYK,TownsAnunobyBridgesMcBrideClarkson,TRUE,5,,9,Towns,Anunoby,Bridges,McBride,Clarkson,33,2.1,121.1,5.1,45.2,57.3,-0.4,9.9,-4.5,27,-3.1,119,3,30,56,-1.8,11.1,-3.3,20.7,-9.4,https://databallr.com/wowy/NYK/2026/2026/regular/high/5man
NYK,TownsHartMcBrideKolekClarkson,TRUE,5,,10,Towns,Hart,McBride,Kolek,Clarkson,30,13.3,118.6,2.6,34.6,53.9,-3.8,11.9,-2.5,31.4,1.4,105.4,-10.6,41.7,61.5,3.7,21.4,7,20.8,-9.2,https://databallr.com/wowy/NYK/2026/2026/regular/high/5man
OKC,ShaiDortHolmgrenWilliamsWallace,TRUE,5,,1,Shai,Dort,Holmgren,Williams,Wallace,115,25.5,127.1,11.1,42,65.7,7.9,11.4,-3,19.4,-10.7,101.6,-14.4,36.8,55,-2.8,18.7,4.3,22,-8,https://databallr.com/wowy/OKC/2026/2026/regular/high/5man
OKC,HartensteiShaiDortHolmgrenWallace,TRUE,5,,2,Hartenstei,Shai,Dort,Holmgren,Wallace,111,17,125.1,9.1,43.1,62,4.3,14.3,-0,34,3.9,108.1,-7.9,38.4,55.3,-2.4,20.4,6,33.6,3.6,https://databallr.com/wowy/OKC/2026/2026/regular/high/5man
OKC,ShaiDortWigginsHolmgrenWilliams,TRUE,5,,3,Shai,Dort,Wiggins,Holmgren,Williams,42,-18,100,-16,16,52.4,-5.3,12.6,-1.7,15,-15.1,118,2,39.4,54.1,-3.6,16.9,2.5,46,15.9,https://databallr.com/wowy/OKC/2026/2026/regular/high/5man
OKC,HartensteiShaiHolmgrenWallaceMitchell,TRUE,5,,4,Hartenstei,Shai,Holmgren,Wallace,Mitchell,42,38.6,136.4,20.4,42.3,69,11.2,12.5,-1.9,27.3,-2.8,97.8,-18.3,38.7,50.6,-7.2,12.4,-2,14.9,-15.2,https://databallr.com/wowy/OKC/2026/2026/regular/high/5man
OKC,HartensteiShaiDortHolmgrenWilliams,TRUE,5,,5,Hartenstei,Shai,Dort,Holmgren,Williams,41,14.2,132.2,16.2,42.9,69.3,11.5,14.9,0.6,29,-1,118,2,33.3,55.3,-2.5,9,-5.4,27.1,-3,https://databallr.com/wowy/OKC/2026/2026/regular/high/5man
OKC,HartensteiShaiDortWigginsWallace,TRUE,5,,6,Hartenstei,Shai,Dort,Wiggins,Wallace,34,0,111.4,-4.6,23.1,53.4,-4.3,10,-4.4,27.8,-2.3,111.4,-4.6,42.9,52,-5.7,14.3,-0.1,39,8.9,https://databallr.com/wowy/OKC/2026/2026/regular/high/5man
OKC,WilliamsWigginsHolmgrenWilliamsMitchell,TRUE,5,,7,Williams,Wiggins,Holmgren,Williams,Mitchell,31,3,119.4,3.3,31.3,64.9,7.2,21,6.6,31.8,1.7,116.4,0.4,52,65.7,8,21.3,6.9,20,-10.1,https://databallr.com/wowy/OKC/2026/2026/regular/high/5man
OKC,CarusoShaiJoeWilliamsMitchell,TRUE,5,,8,Caruso,Shai,Joe,Williams,Mitchell,28,67.6,152.3,36.3,67.7,73.9,16.1,7.7,-6.7,34.6,4.5,84.7,-31.3,25,50,-7.7,22,7.7,11.1,-19,https://databallr.com/wowy/OKC/2026/2026/regular/high/5man
OKC,JoeWigginsHolmgrenWilliamsMitchell,TRUE,5,,9,Joe,Wiggins,Holmgren,Williams,Mitchell,27,16.9,115.1,-0.9,27.8,61,3.3,11.3,-3.1,13,-17,98.2,-17.8,41.2,49.1,-8.6,21.4,7,34.5,4.4,https://databallr.com/wowy/OKC/2026/2026/regular/high/5man
OKC,ShaiHolmgrenWilliamsWallaceMitchell,TRUE,5,,10,Shai,Holmgren,Williams,Wallace,Mitchell,24,-10.2,111.8,-4.2,22.7,49.1,-8.6,3.9,-10.5,31.3,1.2,122,6,44.4,70.9,13.2,20,5.6,16.7,-13.4,https://databallr.com/wowy/OKC/2026/2026/regular/high/5man
ORL,JrBaneWagnerSuggsBanchero,TRUE,5,,1,Jr,Bane,Wagner,Suggs,Banchero,117,18.5,126,10,37.3,63.8,6.1,15,0.6,32.1,2,107.5,-8.5,31.8,55.5,-2.3,15.7,1.4,26.1,-4,https://databallr.com/wowy/ORL/2026/2026/regular/high/5man
ORL,JrBaneWagnerBancheroBlack,TRUE,5,,2,Jr,Bane,Wagner,Banchero,Black,101,-3.8,114.7,-1.3,35.5,58.2,0.4,19,4.6,40,9.9,118.5,2.5,36.4,56,-1.7,12.7,-1.7,34,3.9,https://databallr.com/wowy/ORL/2026/2026/regular/high/5man
ORL,JonesJrBaneBancheroBlack,TRUE,5,,3,Jones,Jr,Bane,Banchero,Black,99,6.5,129.4,13.3,42.9,64.4,6.6,7.5,-6.9,16.7,-13.4,122.9,6.9,34.7,58.5,0.8,12.9,-1.4,37,6.9,https://databallr.com/wowy/ORL/2026/2026/regular/high/5man
ORL,JrBaneWagnerSuggsSilva,TRUE,5,,4,Jr,Bane,Wagner,Suggs,Silva,98,-10.9,108.5,-7.5,33.8,55.6,-2.1,16.5,2.1,25.7,-4.3,119.4,3.4,41.1,61.5,3.8,14.7,0.3,23.9,-6.2,https://databallr.com/wowy/ORL/2026/2026/regular/high/5man
ORL,JrBaneBancheroBlackSilva,TRUE,5,,5,Jr,Bane,Banchero,Black,Silva,96,6.2,125.6,9.6,40.3,63.5,5.8,11.8,-2.6,23.5,-6.6,119.5,3.5,32.4,62.3,4.6,20.5,6.1,34.6,4.5,https://databallr.com/wowy/ORL/2026/2026/regular/high/5man
ORL,JrBaneSuggsBancheroBlack,TRUE,5,,6,Jr,Bane,Suggs,Banchero,Black,65,4.5,122.6,6.6,46.2,67.2,9.5,16.1,1.7,22,-8.1,118.1,2.1,32.6,58.3,0.6,11.6,-2.8,23.4,-6.6,https://databallr.com/wowy/ORL/2026/2026/regular/high/5man
ORL,BitadzeWagnerSuggsBlackSilva,TRUE,5,,7,Bitadze,Wagner,Suggs,Black,Silva,54,42.5,128.6,12.6,38.5,63.9,6.1,11.8,-2.6,25,-5.1,86.1,-29.9,32.4,49.1,-8.7,20.5,6.1,14,-16,https://databallr.com/wowy/ORL/2026/2026/regular/high/5man
ORL,JonesIsaacJrBaneBlack,TRUE,5,,8,Jones,Isaac,Jr,Bane,Black,47,34,118.8,2.8,28.6,56.2,-1.6,7.9,-6.5,20.5,-9.6,84.8,-31.2,12.1,45.7,-12.1,19.2,4.8,22,-8.1,https://databallr.com/wowy/ORL/2026/2026/regular/high/5man
ORL,JrBaneBancheroBlackPenda,TRUE,5,,9,Jr,Bane,Banchero,Black,Penda,45,-43.5,81.5,-34.5,8.7,42.1,-15.6,20.7,6.3,29.4,-0.7,125,9,37.2,57.8,0,7.3,-7.1,26,-4.1,https://databallr.com/wowy/ORL/2026/2026/regular/high/5man
ORL,BitadzeBaneBancheroBlackSilva,TRUE,5,,10,Bitadze,Bane,Banchero,Black,Silva,40,-3.6,123.2,7.2,36,62.3,4.6,12.2,-2.2,24.2,-5.8,126.7,10.7,41.7,65.1,7.3,10.5,-3.9,17.1,-12.9,https://databallr.com/wowy/ORL/2026/2026/regular/high/5man
PHI,MaxeyBarlowEdgecombeGeorgeEmbiid,TRUE,5,,1,Maxey,Barlow,Edgecombe,George,Embiid,135,8.2,128,12,39.1,61.8,4,11.8,-2.6,31.2,1.1,119.9,3.8,41,61.5,3.8,16.2,1.8,31,1,https://databallr.com/wowy/PHI/2026/2026/regular/high/5man
PHI,JrMaxeyBarlowEdgecombeEmbiid,TRUE,5,,2,Jr,Maxey,Barlow,Edgecombe,Embiid,55,10.4,131.5,15.5,39.4,61.8,4.1,6.5,-7.9,27.7,-2.4,121.1,5.1,42.1,59.5,1.7,14.7,0.3,32,1.9,https://databallr.com/wowy/PHI/2026/2026/regular/high/5man
PHI,MaxeyBarlowEdgecombeGeorgeDrummond,TRUE,5,,3,Maxey,Barlow,Edgecombe,George,Drummond,53,-23.8,101.9,-14.1,37.8,47.8,-10,8.5,-5.9,22.4,-7.7,125.7,9.7,51.7,67.8,10.1,21.1,6.7,38.5,8.4,https://databallr.com/wowy/PHI/2026/2026/regular/high/5man
PHI,JrMaxeyEdgecombeGeorgeEmbiid,TRUE,5,,4,Jr,Maxey,Edgecombe,George,Embiid,49,1.4,119.2,3.2,36.4,61.6,3.8,13.1,-1.3,19,-11,117.8,1.8,45.2,58.3,0.6,12.9,-1.5,36.7,6.7,https://databallr.com/wowy/PHI/2026/2026/regular/high/5man
PHI,JrGrimesMaxeyBonaEdgecombe,TRUE,5,,5,Jr,Grimes,Maxey,Bona,Edgecombe,40,31.7,110.3,-5.7,23.1,50,-7.7,16.7,2.3,39.5,9.5,78.6,-37.4,17.2,38.4,-19.4,25,10.6,46.2,16.1,https://databallr.com/wowy/PHI/2026/2026/regular/high/5man
PHI,JrGrimesMaxeyEdgecombeDrummond,TRUE,5,,6,Jr,Grimes,Maxey,Edgecombe,Drummond,37,19.6,133.3,17.3,33.3,61.7,4,16,1.6,45.5,15.4,113.7,-2.3,31.3,51.9,-5.9,12.3,-2.1,39,8.9,https://databallr.com/wowy/PHI/2026/2026/regular/high/5man
PHI,JrMaxeyWatfordEdgecombeDrummond,TRUE,5,,7,Jr,Maxey,Watford,Edgecombe,Drummond,37,-22.4,103.9,-12.1,30,54.1,-3.7,15.6,1.2,25.7,-4.4,126.3,10.3,42.4,60,2.3,9.2,-5.2,27.5,-2.6,https://databallr.com/wowy/PHI/2026/2026/regular/high/5man
PHI,JrMaxeyWalkerEdgecombeEmbiid,TRUE,5,,8,Jr,Maxey,Walker,Edgecombe,Embiid,36,22.1,133.3,17.3,45.5,67.9,10.1,18.1,3.7,39.3,9.2,111.3,-4.7,33.3,58.1,0.3,18.3,3.9,29.4,-0.7,https://databallr.com/wowy/PHI/2026/2026/regular/high/5man
PHI,GrimesMaxeyEdgecombeGeorgeEmbiid,TRUE,5,,9,Grimes,Maxey,Edgecombe,George,Embiid,35,-14.5,87,-29,25.8,40.5,-17.2,11.6,-2.8,30.4,0.4,101.4,-14.6,41.7,57.3,-0.5,22.9,8.5,33.3,3.3,https://databallr.com/wowy/PHI/2026/2026/regular/high/5man
PHI,GrimesBarlowEdgecombeGeorgeEmbiid,TRUE,5,,10,Grimes,Barlow,Edgecombe,George,Embiid,35,24.6,132.9,16.9,45.8,64.1,6.3,12.9,-1.5,27.6,-2.5,108.2,-7.8,48.1,49.4,-8.4,12.3,-2.1,31.9,1.8,https://databallr.com/wowy/PHI/2026/2026/regular/high/5man
PHX,BookerONealeBrooksWilliamsGillespie,TRUE,1,,1,Booker,ONeale,Brooks,Williams,Gillespie,234,8.5,120,4,41.2,61.1,3.4,14.3,-0.1,24.3,-5.7,111.5,-4.5,32.5,56,-1.7,16.6,2.2,31.5,1.4,https://databallr.com/wowy/PHX/2026/2026/regular/high/5man
PHX,BookerONealeBrooksAllenWilliams,TRUE,1,,2,Booker,ONeale,Brooks,Allen,Williams,107,4.6,125,9,40.2,62,4.3,12.7,-1.7,26.9,-3.2,120.4,4.4,37.1,59.1,1.3,13,-1.3,31.2,1.1,https://databallr.com/wowy/PHX/2026/2026/regular/high/5man
PHX,BookerONealeAllenWilliamsDunn,TRUE,1,,3,Booker,ONeale,Allen,Williams,Dunn,70,11.4,110.1,-5.9,30.5,55.4,-2.3,10.1,-4.3,19.2,-10.9,98.7,-17.3,34.3,51.4,-6.3,18.8,4.4,27.7,-2.4,https://databallr.com/wowy/PHX/2026/2026/regular/high/5man
PHX,BookerONealeBrooksGoodwinWilliams,TRUE,1,,4,Booker,ONeale,Brooks,Goodwin,Williams,69,-8.5,113.5,-2.5,31.4,55.2,-2.5,15.6,1.2,35.6,5.5,122,6,40.7,60.6,2.9,19.9,5.5,41,10.9,https://databallr.com/wowy/PHX/2026/2026/regular/high/5man
PHX,AllenGoodwinGillespieIghodaroDunn,TRUE,5,,5,Allen,Goodwin,Gillespie,Ighodaro,Dunn,61,20.3,123.7,7.7,43.1,57,-0.7,11,-3.4,31.3,1.2,103.4,-12.6,28.9,54.5,-3.3,20.3,6,35.3,5.2,https://databallr.com/wowy/PHX/2026/2026/regular/high/5man
PHX,ONealeBrooksAllenWilliamsGillespie,TRUE,0,,6,ONeale,Brooks,Allen,Williams,Gillespie,58,-33.6,97.4,-18.6,28.3,46.7,-11,12.9,-1.5,27.1,-2.9,131,15,42.4,62.3,4.6,12.9,-1.5,34.6,4.5,https://databallr.com/wowy/PHX/2026/2026/regular/high/5man
PHX,BookerONealeBrooksGoodwinIghodaro,TRUE,1,,7,Booker,ONeale,Brooks,Goodwin,Ighodaro,58,14.4,119.8,3.8,36.4,54.5,-3.2,14.4,0,35.6,5.5,105.5,-10.6,44.4,55.8,-1.9,17.3,2.9,21.4,-8.6,https://databallr.com/wowy/PHX/2026/2026/regular/high/5man
PHX,BookerONealeBrooksGillespieIghodaro,TRUE,1,,8,Booker,ONeale,Brooks,Gillespie,Ighodaro,54,5.8,118.8,2.8,45.6,60.4,2.7,13.7,-0.7,23.1,-7,113,-3,41.2,58.7,1,17.6,3.2,24.5,-5.6,https://databallr.com/wowy/PHX/2026/2026/regular/high/5man
PHX,BookerONealeBrooksWilliamsDunn,TRUE,1,,9,Booker,ONeale,Brooks,Williams,Dunn,41,-21.5,106.7,-9.3,42.3,54,-3.8,18,3.6,33.3,3.3,128.3,12.3,46.2,65.7,8,20.7,6.3,38.5,8.4,https://databallr.com/wowy/PHX/2026/2026/regular/high/5man
PHX,GoodwinBouyeaGillespieIghodaroDunn,TRUE,5,,10,Goodwin,Bouyea,Gillespie,Ighodaro,Dunn,38,8,126,10,42.9,56.3,-1.5,15.1,0.7,43.2,13.2,118.1,2.1,40,60.7,3,15.3,0.9,26.7,-3.4,https://databallr.com/wowy/PHX/2026/2026/regular/high/5man
POR,AvdijaSharpeCamaraClinganHoliday,TRUE,5,,1,Avdija,Sharpe,Camara,Clingan,Holiday,129,-0.8,119.3,3.3,33.6,59.7,1.9,19.3,4.9,35.9,5.9,120.1,4.1,42.1,61.2,3.5,15.1,0.7,25.6,-4.5,https://databallr.com/wowy/POR/2026/2026/regular/high/5man
POR,AvdijaSharpeMurrayCamaraClingan,TRUE,5,,2,Avdija,Sharpe,Murray,Camara,Clingan,103,2.3,121.7,5.7,36,56,-1.7,17.4,3,49.1,19,119.4,3.4,31.6,56.2,-1.5,12.6,-1.8,34.6,4.5,https://databallr.com/wowy/POR/2026/2026/regular/high/5man
POR,AvdijaSharpeCissokoCamaraClingan,TRUE,5,,3,Avdija,Sharpe,Cissoko,Camara,Clingan,95,-1.4,115.2,-0.9,44.9,61.4,3.7,18.2,3.8,26.4,-3.6,116.6,0.6,30.7,57.8,0,13.6,-0.8,28.7,-1.4,https://databallr.com/wowy/POR/2026/2026/regular/high/5man
POR,AvdijaCissokoCamaraClinganGrant,TRUE,5,,4,Avdija,Cissoko,Camara,Clingan,Grant,65,2.6,126.7,10.7,43.1,60.2,2.5,11.9,-2.5,33.8,3.7,124.1,8.1,49.1,64.5,6.7,15.8,1.4,24.6,-5.5,https://databallr.com/wowy/POR/2026/2026/regular/high/5man
POR,AvdijaSharpeCamaraClinganGrant,TRUE,5,,5,Avdija,Sharpe,Camara,Clingan,Grant,53,-8.7,119.5,3.5,40.5,61.5,3.7,20.4,6,42.6,12.5,128.2,12.2,47.6,64.2,6.5,12.8,-1.6,28,-2.1,https://databallr.com/wowy/POR/2026/2026/regular/high/5man
POR,AvdijaLoveMurrayCamaraClingan,TRUE,5,,6,Avdija,Love,Murray,Camara,Clingan,43,-6.7,118.6,2.6,41.9,58,0.2,19.8,5.4,44.2,14.1,125.3,9.3,36.8,60.8,3,7.7,-6.7,19,-11,https://databallr.com/wowy/POR/2026/2026/regular/high/5man
POR,AvdijaSharpeCamaraHolidayGrant,TRUE,5,,7,Avdija,Sharpe,Camara,Holiday,Grant,40,-1,137.8,21.8,46.4,72.1,14.4,14.4,0.1,28.6,-1.5,138.8,22.7,34.5,63.8,6.1,16.3,1.9,50,19.9,https://databallr.com/wowy/POR/2026/2026/regular/high/5man
POR,SharpeCissokoCamaraClinganHoliday,TRUE,5,,8,Sharpe,Cissoko,Camara,Clingan,Holiday,37,8.6,122.5,6.5,35.6,55.1,-2.7,12.5,-1.9,41.3,11.2,113.9,-2.1,35.9,59.2,1.5,8.9,-5.5,13.2,-16.9,https://databallr.com/wowy/POR/2026/2026/regular/high/5man
POR,AvdijaSharpeLoveCamaraClingan,TRUE,5,,9,Avdija,Sharpe,Love,Camara,Clingan,34,28.8,126,10,33.3,62.3,4.6,13.7,-0.7,30.3,0.2,97.2,-18.8,30.8,43.7,-14.1,12.7,-1.7,34,3.9,https://databallr.com/wowy/POR/2026/2026/regular/high/5man
POR,AvdijaLoveCissokoCamaraClingan,TRUE,5,,10,Avdija,Love,Cissoko,Camara,Clingan,32,-2.3,129.5,13.5,25.9,61.7,4,16.4,2,40.7,10.7,131.8,15.8,47.8,64.9,7.2,18.2,3.8,44.8,14.7,https://databallr.com/wowy/POR/2026/2026/regular/high/5man
SAC,AchiuwaRaynaudWestbrookDeRozanLaVine,TRUE,5,,1,Achiuwa,Raynaud,Westbrook,DeRozan,LaVine,117,-5.1,118.2,2.2,45.5,62.3,4.5,14,-0.4,21.9,-8.2,123.4,7.4,34.2,59.5,1.8,12.7,-1.7,33.6,3.5,https://databallr.com/wowy/SAC/2026/2026/regular/high/5man
SAC,AchiuwaMurrayRaynaudWestbrookDeRozan,TRUE,5,,2,Achiuwa,Murray,Raynaud,Westbrook,DeRozan,83,-31,100,-16,23.1,46.6,-11.1,13.2,-1.2,32,1.9,131,15,42,63.7,6,10.5,-3.9,26.7,-3.4,https://databallr.com/wowy/SAC/2026/2026/regular/high/5man
SAC,SabonisWestbrookDeRozanSchröderLaVine,TRUE,5,,3,Sabonis,Westbrook,DeRozan,Schröder,LaVine,82,-29.7,101.1,-14.9,34.5,50.6,-7.2,11.5,-2.9,24.7,-5.3,130.8,14.8,37.7,63.9,6.2,9.9,-4.5,25,-5.1,https://databallr.com/wowy/SAC/2026/2026/regular/high/5man
SAC,MurrayRaynaudWestbrookDeRozanLaVine,TRUE,5,,4,Murray,Raynaud,Westbrook,DeRozan,LaVine,81,5.7,119.2,3.2,43.2,60.7,2.9,14,-0.4,28.4,-1.7,113.5,-2.5,33.3,54.5,-3.2,11.8,-2.6,28.2,-1.8,https://databallr.com/wowy/SAC/2026/2026/regular/high/5man
SAC,EubanksMurrayWestbrookDeRozanLaVine,TRUE,5,,5,Eubanks,Murray,Westbrook,DeRozan,LaVine,52,-33.3,86.1,-29.9,15.4,47,-10.8,19.4,5.1,21.8,-8.3,119.4,3.4,32.4,55.7,-2.1,15.7,1.4,42.1,12,https://databallr.com/wowy/SAC/2026/2026/regular/high/5man
SAC,AchiuwaMurrayWestbrookDeRozanLaVine,TRUE,5,,6,Achiuwa,Murray,Westbrook,DeRozan,LaVine,33,17.9,129.2,13.2,40,64.6,6.9,10.8,-3.6,25.9,-4.2,111.3,-4.7,34.6,57.5,-0.2,16.1,1.7,25,-5.1,https://databallr.com/wowy/SAC/2026/2026/regular/high/5man
SAC,SabonisEllisDeRozanSchröderLaVine,TRUE,5,,7,Sabonis,Ellis,DeRozan,Schröder,LaVine,32,-44.1,95.6,-20.4,47.6,53.3,-4.5,16.2,1.8,14.7,-15.4,139.7,23.7,41.2,73.1,15.3,14.7,0.3,35,4.9,https://databallr.com/wowy/SAC/2026/2026/regular/high/5man
SAC,MonkCliffordCardwellDeRozanSchröder,TRUE,5,,8,Monk,Clifford,Cardwell,DeRozan,Schröder,30,-4.1,119.7,3.7,43.5,60.8,3.1,11.5,-2.9,25.9,-4.2,123.7,7.7,38.5,54.5,-3.3,5.1,-9.3,32.4,2.3,https://databallr.com/wowy/SAC/2026/2026/regular/high/5man
SAC,AchiuwaEllisRaynaudWestbrookDeRozan,TRUE,5,,9,Achiuwa,Ellis,Raynaud,Westbrook,DeRozan,29,-6.3,113.3,-2.7,47.4,55.7,-2,11.7,-2.7,25.8,-4.3,119.7,3.7,44.4,60.8,3.1,14.8,0.4,24,-6.1,https://databallr.com/wowy/SAC/2026/2026/regular/high/5man
SAC,SabonisMonkCliffordCardwellSchröder,TRUE,5,,10,Sabonis,Monk,Clifford,Cardwell,Schröder,29,39.2,121.7,5.7,35.3,59.2,1.4,18.3,4,38.5,8.4,82.5,-33.5,21.7,41.2,-16.5,14,-0.3,21.9,-8.2,https://databallr.com/wowy/SAC/2026/2026/regular/high/5man
SAS,VassellChampagnieWembyCastleBarnes,TRUE,5,,1,Vassell,Champagnie,Wemby,Castle,Barnes,122,13,121.9,5.9,41.3,63.5,5.8,17.8,3.4,31,0.9,108.8,-7.2,44.4,54.7,-3.1,14.9,0.5,25.4,-4.7,https://databallr.com/wowy/SAS/2026/2026/regular/high/5man
SAS,FoxKornetVassellChampagnieBarnes,TRUE,5,,2,Fox,Kornet,Vassell,Champagnie,Barnes,112,4.4,121.5,5.5,44.2,62.3,4.6,10.7,-3.7,17.1,-12.9,117,1,39,56.1,-1.7,13.1,-1.3,33.1,3,https://databallr.com/wowy/SAS/2026/2026/regular/high/5man
SAS,FoxChampagnieWembyCastleBarnes,TRUE,5,,3,Fox,Champagnie,Wemby,Castle,Barnes,104,14.2,132.7,16.7,49.5,68,10.3,10.3,-4.1,17.8,-12.3,118.5,2.5,37.2,57.6,-0.1,12.3,-2.1,28.3,-1.8,https://databallr.com/wowy/SAS/2026/2026/regular/high/5man
SAS,FoxKornetVassellCastleBarnes,TRUE,5,,4,Fox,Kornet,Vassell,Castle,Barnes,86,10.3,125.5,9.5,40.7,60.8,3.1,9.6,-4.8,26.4,-3.7,115.3,-0.7,31.7,60.2,2.5,13.7,-0.7,19.3,-10.8,https://databallr.com/wowy/SAS/2026/2026/regular/high/5man
SAS,FoxVassellWembyCastleBarnes,TRUE,5,,5,Fox,Vassell,Wemby,Castle,Barnes,75,12.5,117.5,1.5,35.1,60.3,2.5,11.9,-2.5,19.4,-10.6,105,-11,29.4,50.9,-6.8,11.9,-2.5,29.9,-0.2,https://databallr.com/wowy/SAS/2026/2026/regular/high/5man
SAS,FoxKornetChampagnieCastleBarnes,TRUE,5,,6,Fox,Kornet,Champagnie,Castle,Barnes,63,7.1,117.8,1.8,25.9,53.9,-3.8,9.3,-5.1,31.9,1.9,110.7,-5.3,36.5,54.5,-3.2,13,-1.4,27.9,-2.1,https://databallr.com/wowy/SAS/2026/2026/regular/high/5man
SAS,KornetJohnsonChampagnieCastleHarper,TRUE,5,,7,Kornet,Johnson,Champagnie,Castle,Harper,27,-35,90.9,-25.1,33.3,52.1,-5.7,25.5,11.1,30.8,0.7,125.9,9.9,44.4,58.6,0.9,13,-1.4,35.7,5.6,https://databallr.com/wowy/SAS/2026/2026/regular/high/5man
SAS,FoxKornetJohnsonChampagnieHarper,TRUE,5,,8,Fox,Kornet,Johnson,Champagnie,Harper,26,5.8,116.4,0.4,21.1,50.8,-6.9,10.9,-3.5,36.7,6.6,110.5,-5.5,31.6,57.3,-0.5,15.8,1.4,33.3,3.3,https://databallr.com/wowy/SAS/2026/2026/regular/high/5man
SAS,FoxKornetJohnsonChampagnieBarnes,TRUE,5,,9,Fox,Kornet,Johnson,Champagnie,Barnes,26,46.5,136.7,20.7,31.8,58.8,1,4.1,-10.3,28,-2.1,90.2,-25.8,26.3,46.9,-10.8,15.7,1.3,18.5,-11.6,https://databallr.com/wowy/SAS/2026/2026/regular/high/5man
SAS,KornetVassellChampagnieCastleBarnes,TRUE,5,,10,Kornet,Vassell,Champagnie,Castle,Barnes,23,34.8,132.7,16.6,35,64.6,6.8,12.2,-2.1,27.8,-2.3,97.8,-18.2,21.4,46.8,-10.9,21.7,7.4,40.7,10.7,https://databallr.com/wowy/SAS/2026/2026/regular/high/5man
TOR,IngramPoeltlBarrettQuickleyBarnes,TRUE,5,,1,Ingram,Poeltl,Barrett,Quickley,Barnes,160,5,126,10,39.6,62.1,4.4,13,-1.4,33.3,3.3,121,5,41.9,63.2,5.4,17.5,3.1,31,0.9,https://databallr.com/wowy/TOR/2026/2026/regular/high/5man
TOR,IngramQuickleyAgbajiBarnesMamukelash,TRUE,5,,2,Ingram,Quickley,Agbaji,Barnes,Mamukelash,79,19.1,120.4,4.4,38.5,58,0.3,9.3,-5.1,26.2,-3.9,101.2,-14.8,32.1,49.4,-8.3,12.4,-2,25.3,-4.8,https://databallr.com/wowy/TOR/2026/2026/regular/high/5man
TOR,IngramPoeltlQuickleyBarnesWalter,TRUE,5,,3,Ingram,Poeltl,Quickley,Barnes,Walter,75,8.2,119,2.9,48,60.7,2.9,19,4.6,36.2,6.2,110.8,-5.2,34.8,55.7,-2,12.7,-1.7,24.1,-6,https://databallr.com/wowy/TOR/2026/2026/regular/high/5man
TOR,IngramBarrettQuickleyBarnesMurrayBoy,TRUE,5,,4,Ingram,Barrett,Quickley,Barnes,MurrayBoy,67,-3.5,105.7,-10.3,28.6,52.8,-4.9,9.9,-4.5,18.8,-11.2,109.2,-6.8,35.9,52.7,-5,12.8,-1.6,27.6,-2.4,https://databallr.com/wowy/TOR/2026/2026/regular/high/5man
