team_abbr,lineup,lineup_ok,lineup_matches,lineup_remainder,lineup_num,man1,man2,man3,man4,man5,minutes,net,off_pts,off_delta,off_3pt,offts,offts_net,offtov,offtov_net,offorb,offorb_net,def_pts,def_delta,def_3pt,defts,defts_net,deftov,deftov_net,deforb,deforb_net,source_url
TOR,IngramBarrettQuickleyBarnesMamukelash,TRUE,5,,5,Ingram,Barrett,Quickley,Barnes,Mamukelash,48,4,109,-7,26.3,54,-3.8,12,-2.4,25.5,-4.6,105,-11.1,25.6,51,-6.8,14.9,0.5,33.9,3.9,https://databallr.com/wowy/TOR/2026/2026/regular/high/5man
TOR,IngramMamukelashDickSheadMurrayBoy,TRUE,5,,6,Ingram,Mamukelash,Dick,Shead,MurrayBoy,45,5.1,125.3,9.3,42.1,58.9,1.2,12.6,-1.8,33.3,3.3,120.2,4.2,40,67.3,9.5,23.4,9,31.3,1.2,https://databallr.com/wowy/TOR/2026/2026/regular/high/5man
TOR,IngramBarnesMamukelashWalterShead,TRUE,5,,7,Ingram,Barnes,Mamukelash,Walter,Shead,39,18.1,103.8,-12.2,22.6,51.9,-5.8,16.5,2.1,32.6,2.5,85.7,-30.3,24.1,41.8,-16,14.3,-0.1,21.3,-8.8,https://databallr.com/wowy/TOR/2026/2026/regular/high/5man
TOR,BarrettQuickleyBarnesMamukelashDick,TRUE,5,,8,Barrett,Quickley,Barnes,Mamukelash,Dick,37,34.2,126.3,10.3,30,61.5,3.8,3.9,-10.4,11.4,-18.6,92.1,-23.9,42.1,50.7,-7,21.1,6.7,26.5,-3.6,https://databallr.com/wowy/TOR/2026/2026/regular/high/5man
TOR,IngramQuickleyBarnesMamukelashShead,TRUE,5,,9,Ingram,Quickley,Barnes,Mamukelash,Shead,36,2.6,123.2,7.2,33.3,59.9,2.1,15.9,1.6,40,9.9,120.5,4.5,51.7,64.7,7,16.4,2.1,23.3,-6.7,https://databallr.com/wowy/TOR/2026/2026/regular/high/5man
TOR,IngramPoeltlQuickleyBarnesShead,TRUE,5,,10,Ingram,Poeltl,Quickley,Barnes,Shead,35,5.4,118.8,2.8,27.3,56.9,-0.8,14.5,0.1,41.2,11.1,113.4,-2.6,38.1,67.9,10.1,23.9,9.5,19,-11,https://databallr.com/wowy/TOR/2026/2026/regular/high/5man
UTA,MarkkanenMykhailiukGeorgeBaileyNurkić,TRUE,5,,1,Markkanen,Mykhailiuk,George,Bailey,Nurkić,165,-6.8,114.2,-1.8,32.3,54.4,-3.4,13.9,-0.5,32.3,2.2,121,5,37.8,62.8,5.1,12.7,-1.7,19.3,-10.7,https://databallr.com/wowy/UTA/2026/2026/regular/high/5man
UTA,MarkkanenMykhailiukKesslerGeorgeFilipowski,TRUE,5,,2,Markkanen,Mykhailiuk,Kessler,George,Filipowski,49,33.2,137.4,21.4,39.6,66.7,8.9,20.2,5.8,57.1,27.1,104.2,-11.8,24.4,52.6,-5.1,19.8,5.4,35.4,5.3,https://databallr.com/wowy/UTA/2026/2026/regular/high/5man
UTA,MykhailiukGeorgeWilliamsBaileyNurkić,TRUE,5,,3,Mykhailiuk,George,Williams,Bailey,Nurkić,47,-30.6,116.2,0.2,38.7,63.5,5.8,13.3,-1,9.3,-20.8,146.8,30.8,49,70.2,12.4,11,-3.4,36.2,6.1,https://databallr.com/wowy/UTA/2026/2026/regular/high/5man
UTA,MarkkanenMykhailiukGeorgeSensabaughNurkić,TRUE,5,,4,Markkanen,Mykhailiuk,George,Sensabaugh,Nurkić,44,10.4,129.8,13.8,37.1,65.6,7.8,16,1.6,41,10.9,119.4,3.3,22.6,56.8,-1,10.8,-3.6,25,-5.1,https://databallr.com/wowy/UTA/2026/2026/regular/high/5man
UTA,GeorgeSensabaughCollierFilipowskiLove,TRUE,5,,5,George,Sensabaugh,Collier,Filipowski,Love,40,-11.1,120.2,4.2,29.3,52.6,-5.1,7.1,-7.2,34,3.9,131.3,15.3,44.4,58.7,1,8.4,-5.9,34.8,4.7,https://databallr.com/wowy/UTA/2026/2026/regular/high/5man
UTA,MarkkanenMykhailiukHendricksGeorgeNurkić,TRUE,5,,6,Markkanen,Mykhailiuk,Hendricks,George,Nurkić,35,-12.4,91.8,-24.2,13.8,40.9,-16.9,9.6,-4.8,32,1.9,104.2,-11.8,31.3,51.4,-6.4,15.3,0.9,30,-0.1,https://databallr.com/wowy/UTA/2026/2026/regular/high/5man
UTA,MykhailiukGeorgeFilipowskiBaileyNurkić,TRUE,5,,7,Mykhailiuk,George,Filipowski,Bailey,Nurkić,34,-22.1,107.4,-8.7,32.1,48.6,-9.1,14.7,0.3,35.1,5.1,129.4,13.4,41.7,66.9,9.2,11.8,-2.6,14.8,-15.3,https://databallr.com/wowy/UTA/2026/2026/regular/high/5man
UTA,GeorgeWilliamsCollierFilipowskiBailey,TRUE,5,,8,George,Williams,Collier,Filipowski,Bailey,34,-26.4,101.4,-14.6,13,47.4,-10.3,11.1,-3.3,31,0.9,127.8,11.8,39.3,63.9,6.1,11.1,-3.3,23.3,-6.7,https://databallr.com/wowy/UTA/2026/2026/regular/high/5man
UTA,MarkkanenGeorgeSensabaughCollierNurkić,TRUE,5,,9,Markkanen,George,Sensabaugh,Collier,Nurkić,27,21.2,121.2,5.1,56.3,71.6,13.8,21.2,6.8,17.6,-12.4,100,-16,33.3,51,-6.8,11.5,-2.8,19.2,-10.8,https://databallr.com/wowy/UTA/2026/2026/regular/high/5man
UTA,MarkkanenMykhailiukGeorgeCollierNurkić,TRUE,5,,10,Markkanen,Mykhailiuk,George,Collier,Nurkić,22,-36.7,108.2,-7.8,44.4,60.5,2.7,20.4,6,15,-15.1,144.9,28.9,43.8,71,13.3,10.2,-4.2,33.3,3.3,https://databallr.com/wowy/UTA/2026/2026/regular/high/5man
WAS,CoulibalySarrGeorgeMiddletonMcCollum,TRUE,5,,1,Coulibaly,Sarr,George,Middleton,McCollum,88,-12.3,107.1,-8.9,41.2,53.6,-4.2,13.1,-1.3,21.1,-9,119.4,3.4,35.1,58.2,0.5,13.9,-0.5,27.9,-2.2,https://databallr.com/wowy/WAS/2026/2026/regular/high/5man
WAS,CoulibalySarrJohnsonMiddletonMcCollum,TRUE,5,,2,Coulibaly,Sarr,Johnson,Middleton,McCollum,86,5.3,122.8,6.7,39.7,60.2,2.4,12.2,-2.2,28.7,-1.3,117.5,1.5,31.7,58.7,1,16.4,2,32.6,2.5,https://databallr.com/wowy/WAS/2026/2026/regular/high/5man
WAS,SarrCarringtonGeorgeMiddletonMcCollum,TRUE,5,,3,Sarr,Carrington,George,Middleton,McCollum,83,-7.7,115.5,-0.5,41.7,57.4,-0.3,12.1,-2.3,24.4,-5.7,123.3,7.3,43.4,60.6,2.9,11.6,-2.8,26.5,-3.6,https://databallr.com/wowy/WAS/2026/2026/regular/high/5man
WAS,SarrCarringtonGeorgeJohnsonMiddleton,TRUE,5,,4,Sarr,Carrington,George,Johnson,Middleton,57,-5.9,120.9,4.9,40.4,57.4,-0.3,10.4,-3.9,28.3,-1.7,126.7,10.7,37.2,64,6.3,15.5,1.1,28.9,-1.2,https://databallr.com/wowy/WAS/2026/2026/regular/high/5man
WAS,IIIChampagnieCarringtonGeorgeMcCollum,TRUE,0,,5,III,Champagnie,Carrington,George,McCollum,44,12.6,140.5,24.5,62.2,71.1,13.3,14.3,-0.1,27.3,-2.8,127.9,11.9,31.9,57.3,-0.4,3.5,-10.9,26,-4.1,https://databallr.com/wowy/WAS/2026/2026/regular/high/5man
WAS,IIIChampagnieCarringtonJohnsonRiley,TRUE,0,,6,III,Champagnie,Carrington,Johnson,Riley,41,14.1,136.5,20.5,40,62.4,4.6,8.2,-6.1,35,4.9,122.4,6.3,45.2,61.3,3.6,12.9,-1.4,26.3,-3.8,https://databallr.com/wowy/WAS/2026/2026/regular/high/5man
WAS,IIIKispertWhitmoreGeorgeJohnson,TRUE,0,,7,III,Kispert,Whitmore,George,Johnson,39,-27.3,98.9,-17.2,38.2,55.8,-1.9,18.4,4,15.8,-14.3,126.1,10.1,41.2,59.1,1.4,12.5,-1.9,38.6,8.6,https://databallr.com/wowy/WAS/2026/2026/regular/high/5man
WAS,IIICoulibalyGeorgeMiddletonMcCollum,TRUE,0,,8,III,Coulibaly,George,Middleton,McCollum,37,13.3,132,16,42.3,61.9,4.1,12,-2.4,38.2,8.2,118.7,2.7,40,63.8,6,18.7,4.3,20,-10.1,https://databallr.com/wowy/WAS/2026/2026/regular/high/5man
WAS,CoulibalySarrGeorgeJohnsonMiddleton,TRUE,5,,9,Coulibaly,Sarr,George,Johnson,Middleton,35,-35.6,92.4,-23.6,29.2,50.7,-7,17.7,3.3,21.6,-8.5,128,12,43.2,69.9,12.1,16,1.6,17.2,-12.8,https://databallr.com/wowy/WAS/2026/2026/regular/high/5man
WAS,IIIChampagnieCarringtonJohnsonRiley,TRUE,0,,10,III,Champagnie,Carrington,Johnson,Riley,31,-8.9,102.8,-13.2,23.1,53.7,-4.1,16.9,2.5,33.3,3.3,111.8,-4.2,35,60.3,2.6,16.2,1.8,22.2,-7.9,https://databallr.com/wowy/WAS/2026/2026/regular/high/5man
